epoch,loss,reg_prop_pred_loss,val_loss,val_reg_prop_pred_loss,val_x_pred_categorical_accuracy,val_x_pred_loss,val_z_mean_log_var_loss,x_pred_categorical_accuracy,x_pred_loss,z_mean_log_var_loss
0,0.14700052706057704,0.29400001930979647,0.031377196139127934,0.06275357225352955,0.6463014793764684,1.4219798537873731,0.7936298263441656,0.5827461068386681,1.8260815114307263,0.9665676237594697
1,0.030063448521606296,0.06012566509462696,0.052280448934005706,0.10455983631389658,0.7094095662697074,0.9843690367703585,0.7368109201647571,0.6796118351371407,1.1159743927091448,0.8811517227823433
2,0.0198827571982567,0.03976370263817417,0.055913616912727504,0.11182558805364923,0.7104383147868913,0.9619662491316648,0.6390515347731482,0.69296019382316,1.0000239679933993,0.7625267482922573
3,0.016081661646543864,0.03216051569009129,0.05771536975330913,0.11542814632052,0.7129295548212897,0.9482748695870036,0.5657653827028176,0.6938369527371748,0.9893503274735818,0.6497055769753246
4,0.014129128027673198,0.02825380900336697,0.01133456272217109,0.02266501739966808,0.7133686714565631,0.944825191780464,0.49436218468184323,0.6945327060663106,0.9815351846586924,0.5764157505940831
5,0.013131509480220908,0.026255869918743208,0.0028296792921706187,0.005652764896122911,0.7139794430167404,0.9381734255662898,0.44804068186233953,0.69501831356294,0.9757391490107757,0.5272315672415792
6,0.01219360515218545,0.024375630828724012,0.007107568311879469,0.014204469312596875,0.7128438101601355,0.9274278719400623,0.41837048484492545,0.696312211694256,0.9678046375818966,0.49307188144789416
7,0.011551754023399084,0.023084759234609165,0.003880632522794389,0.007743574263643205,0.712565943445127,0.9266903206859667,0.4126626088754418,0.6982557307327947,0.9605096953093482,0.45894618833825385
8,0.011062981485719643,0.02209536402275966,0.017843174671312582,0.035657435636391344,0.7137784226653502,0.9191645482151779,0.3944738937407425,0.7000240798045463,0.9532017848970603,0.43700279289982186
9,0.010873417650647133,0.021697256279511166,0.005728637722810519,0.01141094306925523,0.7168116385174781,0.9055127406243196,0.3577226509445721,0.7012480647027318,0.9458172619779788,0.40593585002719484
10,0.010490408041097956,0.020900748141964794,0.004886155992448714,0.009697257908368387,0.7177222595386898,0.9040619583473992,0.3239572639625097,0.7025369268314929,0.9402674424989133,0.3697875463062367
11,0.01007582742380814,0.020023256896030912,0.004019609755673206,0.007920750824868986,0.7190500132201874,0.8979870028717002,0.26526289218172583,0.7035506227848467,0.9360016719205988,0.3247442969129232
12,0.00982590509432469,0.01944636564826063,0.01593771475588077,0.031682351460085086,0.7176447406257551,0.9015655397754354,0.23619945531653375,0.7046381709906013,0.9318627533762336,0.27877529876039
13,0.009738812254655756,0.01914942879441448,0.004632994935838217,0.008959833213329776,0.719181231923939,0.8943326442512041,0.18843029040036743,0.70534894691884,0.9288554410518439,0.23185143479940828
14,0.00969839399295403,0.018871126630236983,0.016474233023323043,0.03245915437942928,0.7217058653069526,0.8848168407518839,0.1538539433602205,0.705673118862064,0.9264672495577692,0.18936355950589404
15,0.009613694361775643,0.018386674354254347,0.025455861582814418,0.05012303104950595,0.7194263796830914,0.8958484201701646,0.10913045635235678,0.706943724599402,0.9212058885050309,0.1500616200961981
16,0.009923776238542214,0.018499965919796215,0.015545242153991437,0.029814295019455178,0.7200480585860223,0.8885869101150748,0.08777871835477573,0.7079438899269551,0.9166813059942114,0.11430768387343003
17,0.010282141131060771,0.018395764302241116,0.0036426113952028076,0.005268305747712166,0.7261935208261627,0.8646809956462113,0.06211542059696212,0.7093424246894998,0.9104517033198013,0.08600705544685514
18,0.010670053934449019,0.01785013394954661,0.01976332619555832,0.03623474984592998,0.727943782339391,0.8610054979619292,0.048056438853292124,0.7115283661967149,0.9014641121903822,0.062295408359567615
19,0.011820473099165648,0.018012631139335634,0.009032043661999027,0.012827113597202547,0.734520142225875,0.8380269976620821,0.031923364079797394,0.7147087089914032,0.8903123730700736,0.0446464304315183
20,0.013363596977108866,0.017705308941542514,0.014059907228676314,0.019694436523948134,0.740583050189559,0.8205415664874401,0.022721439388763046,0.7204351549492903,0.8725305528235225,0.03043450162707776
21,0.01588390872245682,0.017489210816845843,0.018278826786608426,0.02370110513239177,0.7585333456698152,0.762245452895607,0.015076456533879349,0.7298914280411435,0.8422842446572619,0.021016963037916205
22,0.01979865966217259,0.01747920953523903,0.023628126618634795,0.02845453307723876,0.7829462308244607,0.6778604523422792,0.011832042722050677,0.7435984683613623,0.7959426011333018,0.015403078616353686
23,0.024962291917613438,0.017621008268232482,0.027194469322248834,0.027530281526065365,0.8112361750651881,0.5891034019362066,0.012876460189479836,0.769281966180221,0.7097522669043009,0.014263897557958654
24,0.031123255606183557,0.017770956034152127,0.021577264163067045,0.008466143969964889,0.8506240257897328,0.46278522447826936,0.017641494386666214,0.8069508958640685,0.5975236836110741,0.018453265787129594
25,0.04056358416878845,0.01749147848387268,0.027789995832771985,0.011556005878277967,0.8858116551772836,0.35547185881236165,0.028025782820720647,0.8299176919975938,0.5258799339494398,0.028457355198704383
26,0.05620456037392889,0.017750060379360406,0.043873405525672066,0.019954351948324553,0.8912830896598777,0.3372206924502383,0.044274959886043345,0.8417158048392391,0.4884531232050437,0.04423178989874456
27,0.08090878570523342,0.018138583994653523,0.05185395972707223,0.010047471765236756,0.9082532958271577,0.28832962832500025,0.0654153931386692,0.8463396197976955,0.4754271748696954,0.06723226917923983
28,0.11387983984054446,0.018119031226104042,0.07229260481970827,0.007094145243622593,0.9125558783098594,0.27564034234617174,0.09096578523977515,0.8500297601577823,0.4653329396746026,0.09365281445736234
29,0.15468230120881388,0.018777184921680047,0.10418638686851128,0.016185983885847723,0.9154013300064913,0.2650698673018475,0.11930371302458428,0.8533400254340465,0.4556318058514875,0.12554302895468963
30,0.19128987342774692,0.019368643431358936,0.1554452389785924,0.06666193595252086,0.9225210077369336,0.24382329839713796,0.14696584757148606,0.8617645588613325,0.4280182582891582,0.15315442524107495
31,0.21952825645940743,0.01988144684856064,0.1485787805976327,0.0034883994412291605,0.9259119614497903,0.22953209780233422,0.16989183740824768,0.871585360217479,0.39570704957912745,0.17441939319486666
32,0.24053123928169526,0.020589155347436078,0.1657333321024462,0.008726028715903611,0.9327239019354594,0.20944066361053704,0.1830454486393437,0.8798402852414291,0.3689749443963651,0.1910084131777374
33,0.25414794861527484,0.021031227632278243,0.22194914220227407,0.09357782868073158,0.9356398333593742,0.19886276671259673,0.1968883229131551,0.8867649054728295,0.34701423412543936,0.2034404185980209
34,0.26217382502280545,0.020959166190627952,0.19518788158893585,0.025259312674326382,0.9395657154088167,0.1874492328959642,0.20608141979913122,0.8921194481403947,0.3300901538968261,0.2124731802324221
35,0.26598160215749067,0.02154539627722216,0.2764629964361486,0.17527282913935552,0.940805213660309,0.18320301659021182,0.21208686519836642,0.8966222436678025,0.3158589047093021,0.21839584137075457
36,0.26780160261957175,0.021243698435802767,0.19335130525311245,0.011116003387213982,0.9448552586368679,0.1704626303819037,0.21564979236765006,0.8996739300770843,0.3062392345730685,0.22253520193556187
37,0.31225856531225693,0.021298071851576967,0.21614700187112867,0.006944515233494572,0.9270593394938204,0.22516088633193182,0.20734198921427285,0.8693274421032923,0.40462817936655016,0.20873561822686376
38,0.29199573552765806,0.02123021561880473,0.21309545052420234,0.017265302455532795,0.9350102691306281,0.20065414836418996,0.2123984253590869,0.8854891570432445,0.3511509333690765,0.21728984563668802
39,0.28478939221663907,0.021613068877967878,0.20991182319589496,0.013153475094778636,0.9378275330533686,0.19346693949293844,0.21566614401094691,0.8919087188684346,0.3307055038375414,0.22057885045726452
40,0.28067763996395195,0.021660722014794666,0.21137256244408717,0.026133019045072117,0.9414782330547411,0.18202557675924497,0.21602797085784145,0.8957767372300898,0.31838569465664124,0.2232703195005393
41,0.27622303022536016,0.02131651837926336,0.23808764743129002,0.08727722845433913,0.9436313678923341,0.1738115470741213,0.21593469534952617,0.8991724040107992,0.30761588940566237,0.224672031635282
42,0.2744317132531723,0.021812376108763416,0.22535739739223853,0.06126253898303533,0.9457813172610765,0.1683053729153171,0.2216565903929091,0.9014576719391031,0.3005269303306107,0.2272139140227236
43,0.2695781314565289,0.021039714825768406,0.2982802710582301,0.21323208395660537,0.946529845908745,0.1647514606413153,0.21887807256167696,0.9043086404281278,0.29150223943931963,0.22702125402555262
44,0.26687718101960123,0.020755702694891638,0.2134405203240434,0.04462753209410254,0.9484468959655958,0.15914386234332606,0.22328981626586816,0.9063897664464814,0.2849237981124008,0.22831665635480383
45,0.2648745564050164,0.020721392394002537,0.28605281569294094,0.19383837766561313,0.9494253065168243,0.15636103438962365,0.22201320897672594,0.9080109388247962,0.27980412783707515,0.22936756835152503
46,0.26213635317435013,0.020405226473114796,0.24556307033779695,0.11769419839394461,0.9501456467761207,0.15278142060815675,0.22071390176556774,0.9097895858880362,0.2742530243727993,0.22969997304975112
47,0.2608024986826779,0.020517798526078747,0.18877425920410254,0.0073157040565514685,0.951456789810633,0.14956119671924828,0.2207093375552561,0.9109544799256185,0.2706225960900532,0.2305156506510599
48,0.2588898070604483,0.02049536452747477,0.26913185709530546,0.1723176876908725,0.9525962806854051,0.14490345635057725,0.22106492742127978,0.9122692354875576,0.26645907506215605,0.2308555580566356
49,0.2579689032542915,0.019679549804621013,0.3215244983889393,0.2677562269046135,0.9527201124073303,0.1446788413162084,0.23062768701425532,0.9127124599522509,0.26518532925468385,0.23109111908135002
50,0.2560525603231884,0.019583484188645334,0.2078239742628078,0.05288331986395354,0.9541517311764747,0.1402992573902779,0.2224733506895832,0.9140381575985388,0.26105090728865343,0.23148156216373542
51,0.253930965400249,0.019508814790471844,0.3464146167347112,0.32939677969696596,0.9545485678407335,0.13918438457797483,0.2242528805413197,0.9154135907107085,0.25666796133643194,0.23169161668839341
52,0.2529018661580827,0.01929295424315969,0.19073857121246376,0.02058137618197301,0.9545804483374369,0.1386535699988149,0.22224505729589267,0.9161504039054742,0.2544498667557918,0.2320647679564278
53,0.25216457743164905,0.019357161223615284,0.18470802565210873,0.01287211209401181,0.9563756781755034,0.13432010651095627,0.22222553278060303,0.9168047749183394,0.2523949773069963,0.23257932827269925
54,0.2515671881423755,0.01977707412711118,0.18014701448150516,0.005112355777792172,0.9563473208048909,0.13348852624137378,0.22169416313318863,0.9174993583752263,0.25025184963259006,0.233106838020324
55,0.2502414646867084,0.019031834957610454,0.21686955234131863,0.07873752033433963,0.9572525715705046,0.13113829247730294,0.22386390592941305,0.9181028851840503,0.24838343397045065,0.23306849388039708
56,0.24892615450442362,0.01910864191144825,0.5146600769967148,0.6637397562105631,0.9550591651926336,0.1383902889090715,0.22719047833042047,0.9190083758091647,0.24553744946101194,0.23320670765647092
57,0.24789199798403422,0.018730090349664108,0.32098733610713603,0.28768857315029067,0.9576953812358305,0.12948729662397473,0.22479901209319988,0.9195665815883368,0.24378904658765738,0.23326513818478828
58,0.24827650592517644,0.018937823458921567,0.1799780534407527,0.009544725913900076,0.9584714284877187,0.12717368138819626,0.22323781866388223,0.91981153465436,0.2431210887418989,0.23449427697294095
59,0.24628127519795098,0.018843937916148596,0.315372437085073,0.27553602653680387,0.9574302643844762,0.1288310352367224,0.2263779017267768,0.9207561648617392,0.2401919620947317,0.23352676883470977
60,0.24536677619819242,0.018596423927440563,0.2552854890368648,0.1584332860314969,0.9583590027597761,0.1265326514072025,0.2256050854921341,0.9213117699294496,0.23847312428865614,0.2336640636002388
61,0.2449910409005681,0.018977010366575155,0.25507500905966024,0.16614640972663447,0.9600651371724827,0.12248946856899359,0.22151416463335766,0.9217785965225214,0.23707368807686913,0.23393141523637206
62,0.24460257613851177,0.01845376337591635,0.2241655309329328,0.09599006467873288,0.9595345731863042,0.12302159391266783,0.22931942804572508,0.9220005666449272,0.23640018653485081,0.234351233969773
63,0.24372020599779146,0.018388183713724013,0.20082010997017635,0.0519434677187315,0.9600188265141752,0.12272787616424954,0.22696887486681497,0.9224946832071301,0.2348174368552973,0.2342347906317966
64,0.24291388117476118,0.018514481435947753,0.22134558917935362,0.0975556362074675,0.9609192108985075,0.11966503626599755,0.22547050565481186,0.9231084829900971,0.23300909396271902,0.23430418646471066
65,0.24567951328091084,0.01850012522204465,0.18919304090062367,0.027694599395713854,0.9591097149652305,0.12421913283694651,0.22647235012546027,0.921725055099058,0.2374706902046882,0.2353882108735811
66,0.24166254806837553,0.0180909806822189,0.38385273930952724,0.4155323219668005,0.960075877069198,0.12229361450395633,0.2298795426475633,0.9237171043573587,0.23103100065240237,0.23420311520941273
67,0.24169690111690253,0.018505567635267513,0.2204801020087655,0.10081162157746934,0.9611056287264087,0.11934499504025449,0.22080358732299707,0.9239557079555701,0.2303412316962421,0.23454700308221002
68,0.24088922009702302,0.01825456966747068,0.37745528921638566,0.4037841285012432,0.9575015801129881,0.12924272367327483,0.22188372679592408,0.9244945356485781,0.22872073324588388,0.23480313714276835
69,0.2421072543246393,0.01839557709411344,0.2519487340732948,0.15462795583550462,0.9605594596911952,0.11986181301247213,0.22940769699430957,0.9240250118797825,0.23041722040809146,0.2354017110142715
70,0.23947227023585627,0.017843679294175855,0.25623275739015994,0.16648239450356395,0.9616135457127365,0.11656794374443821,0.22941517576421658,0.925245942323963,0.22641408575638647,0.23468677509477762
71,0.23976186011259681,0.018088009142551757,0.17434576015496991,0.008632119209745649,0.9623499939736632,0.11485180888593811,0.22520759333040297,0.9253273577896381,0.2261770032947102,0.23525870772750496
72,0.23864766276957702,0.018041216469092618,0.17262461328322126,0.003046461627050543,0.9625201320525297,0.11472052473997332,0.22748223914928042,0.9259447616216374,0.2242603856753394,0.2349937235461302
73,0.23888515725273016,0.01791236278822214,0.17092040995347133,0.0032543550334275537,0.9625869178280388,0.1141794502120657,0.22440701461944385,0.9258738110535655,0.22456759350412578,0.23529035838927168
74,0.2379506887687791,0.01802174983337205,0.1704749012577165,0.004837658679948102,0.9629595891102073,0.11315018238173317,0.22296196137814178,0.9265229193783225,0.22248667372046502,0.23539295367066287
75,0.2378162978725,0.01795907531587729,0.20479418030104687,0.0736552413898645,0.9631924868858966,0.11324295198026392,0.222690168422522,0.9266242505955207,0.22210537309586303,0.2355681474203151
76,0.23656419777691015,0.017594336248016602,0.22643046027299055,0.11536426623303865,0.9624718105055622,0.1140896447924609,0.22340701228564547,0.9272624896374966,0.2202444146728673,0.2352896447012152
77,0.23664319125219874,0.017846800490348022,0.16943128337872396,0.0036841542267999085,0.9633126268067311,0.1120505521131545,0.2231278611519902,0.927364119249355,0.22001288435763278,0.23542669757414073
78,0.2359638634599374,0.017606012206360742,0.2954155277345598,0.2483586579868474,0.9624867451559637,0.11614372554359977,0.22632867036406526,0.9277175860670654,0.2189288074232616,0.235392907661689
79,0.23581146542802234,0.017915421914544143,0.17084865041614808,0.004941337492278556,0.9642358299383184,0.10938188959796404,0.2273740743085281,0.928087961551381,0.21781957165892524,0.23588793727506466
80,0.23516081519359366,0.01774866102042108,0.2882656117075497,0.23751924517228432,0.9641517658823544,0.10944576273413048,0.22956621923397497,0.9283465756392898,0.21695428721257143,0.23561868231601554
81,0.23470391170872795,0.017641475932847414,0.1887191389639353,0.04272260572569272,0.9643640266251319,0.10867504948346886,0.22604062300674693,0.9286795068652399,0.21591438128561044,0.2358519665001075
82,0.23487437518089574,0.017730471737822107,0.2368454609027843,0.13646854475601433,0.9632825943612561,0.11109326111594427,0.22612911470464825,0.9286604274577759,0.21601109699376167,0.23600718174184349
83,0.23403490955813014,0.017737354230083786,0.1723887425722535,0.008922878686415473,0.9644823203381804,0.10818414766456663,0.22767045909596473,0.9291478615920564,0.2145629456086505,0.23576951903069823
84,0.23394965283201238,0.01784873169968369,0.2108060220621296,0.08775946989501875,0.9642034471035004,0.10886726228846717,0.22498531194077326,0.9293410728884932,0.21408959098509855,0.23596098302396512
85,0.23320301931864879,0.017572941582532507,0.20034879876166276,0.06711517234054423,0.9644898704646789,0.10774404951131221,0.22583837569067158,0.9296623342547599,0.21304004061475526,0.23579305597742106
86,0.23327340914313394,0.017547458328328523,0.17778632866660343,0.02576368574782745,0.9649536551273975,0.10699530095630086,0.22281367231890098,0.9296970820147271,0.21289899685253497,0.2361003633238965
87,0.23238486487451188,0.017400355121637,0.17733821103867797,0.02225198831946887,0.9641385133733454,0.10874210148281657,0.22368233382087394,0.9302129507982486,0.2112900688370302,0.236079306022163
88,0.2322214520877757,0.017801908508169838,0.16882392718005426,0.00855951262493954,0.9653598859752577,0.10500910225295529,0.22407924138086358,0.9304575454498316,0.21044473435806213,0.23619626123250578
89,0.2319105381031365,0.01740392967389454,0.2443674673739168,0.159475850383031,0.9654249874586912,0.1056813923738052,0.22357769126130134,0.9305498917693616,0.21022854860096382,0.236188597988086
90,0.23108690026655923,0.017282207205596645,0.20107014116245447,0.06958304280319165,0.9656865778043098,0.10434599854436118,0.228211240209255,0.9310325772181983,0.20875041524926063,0.23614117796491843
91,0.23111623588435987,0.017476287306507618,0.1785815621620601,0.03286313933810008,0.9653390771949414,0.10541440250793684,0.21888558174838724,0.9311917327628457,0.20834857290965722,0.2364076119779317
92,0.230662191357693,0.01725728910920262,0.16815140712814233,0.004963283850715409,0.9656968150556702,0.10444990683769442,0.2268896231946257,0.9313863294084401,0.2077390493065818,0.23632804398859175
93,0.2306504662358953,0.01710847183096542,0.16420865619612723,0.005612819902022782,0.9654902603822885,0.10574196432669138,0.2170625262192844,0.9314177605894304,0.20767711104601186,0.23651534906667698
94,0.23021798328526558,0.017252196150878307,0.1691810815143831,0.0068639039503621685,0.9653372322161173,0.10536307069597785,0.22613518807998637,0.9317538174978099,0.20662148488013626,0.2365622857853202
95,0.22957534172034158,0.017148093360713806,0.2102463704716299,0.09115524317339524,0.9664799128611063,0.10234006002698977,0.2269974380885203,0.9321126902251998,0.20544503552735377,0.23655755457924432
96,0.23033316362419787,0.017262912314737495,0.19360771145402772,0.06284589956024873,0.9664263860466554,0.10259446278982556,0.22177506115325948,0.9318051873501445,0.2065822021582347,0.23682121245895138
97,0.2287281514241024,0.017150192881341685,0.16657001886171163,0.005074170780531371,0.9663817526138935,0.10277951454993375,0.22528635165126054,0.9326126645605934,0.20394134125467445,0.2363647683100267
98,0.22884159120580844,0.01725264287709403,0.19456420992453075,0.05744720354061766,0.9653679378253898,0.10490309815738619,0.22677811788222224,0.9325857693192896,0.20393781105050943,0.23649272874893507
99,0.22862348122702492,0.017218762511644194,0.17625329927685335,0.029603565879857418,0.9662520461475727,0.10230046929311506,0.22060256366877212,0.9327884199769616,0.20340102517163475,0.23662717491825305
